state,sex,age_band,year,sheet,metric,value
South Australia,Male,12-14,2020,Substance use,lifetime prevalence %,6.35
South Australia,Male,12-14,2021,Anxiety,12-month prevalence %,7.91
South Australia,Male,12-14,2021,Anxiety,lifetime prevalence %,13.94
South Australia,Male,12-14,2021,Depression,12-month prevalence %,6.96
South Australia,Male,12-14,2021,Depression,lifetime prevalence %,13.32
South Australia,Male,12-14,2021,ADHD,12-month prevalence %,5.88
South Australia,Male,12-14,2021,ADHD,lifetime prevalence %,8.84
South Australia,Male,12-14,2021,Substance use,12-month prevalence %,3.97
South Australia,Male,12-14,2021,Substance use,lifetime prevalence %,8.13
South Australia,Male,12-14,2022,Anxiety,12-month prevalence %,8.16
South Australia,Male,12-14,2022,Anxiety,lifetime prevalence %,13.33
South Australia,Male,12-14,2022,Depression,12-month prevalence %,7.16
South Australia,Male,12-14,2022,Depression,lifetime prevalence %,12.79
South Australia,Male,12-14,2022,ADHD,12-month prevalence %,6.28
South Australia,Male,12-14,2022,ADHD,lifetime prevalence %,11.05
South Australia,Male,12-14,2022,Substance use,12-month prevalence %,4.07
South Australia,Male,12-14,2022,Substance use,lifetime prevalence %,7.63
South Australia,Male,12-14,2023,Anxiety,12-month prevalence %,7.83
South Australia,Male,12-14,2023,Anxiety,lifetime prevalence %,14.72
South Australia,Male,12-14,2023,Depression,12-month prevalence %,8.05
South Australia,Male,12-14,2023,Depression,lifetime prevalence %,14.21
South Australia,Male,12-14,2023,ADHD,12-month prevalence %,6.45
South Australia,Male,12-14,2023,ADHD,lifetime prevalence %,11.94
South Australia,Male,12-14,2023,Substance use,12-month prevalence %,3.02
South Australia,Male,12-14,2023,Substance use,lifetime prevalence %,5.54
South Australia,Male,12-14,2024,Anxiety,12-month prevalence %,8.23
South Australia,Male,12-14,2024,Anxiety,lifetime prevalence %,13.26
South Australia,Male,12-14,2024,Depression,12-month prevalence %,8.03
South Australia,Male,12-14,2024,Depression,lifetime prevalence %,13.8
South Australia,Male,12-14,2024,ADHD,12-month prevalence %,5.43
South Australia,Male,12-14,2024,ADHD,lifetime prevalence %,8.3
South Australia,Male,12-14,2024,Substance use,12-month prevalence %,3.57
South Australia,Male,12-14,2024,Substance use,lifetime prevalence %,4.89
South Australia,Male,15-17,2019,Anxiety,12-month prevalence %,12.07
South Australia,Male,15-17,2019,Anxiety,lifetime prevalence %,21.59
South Australia,Male,15-17,2019,Depression,12-month prevalence %,9.15
South Australia,Male,15-17,2019,Depression,lifetime prevalence %,15.61
South Australia,Male,15-17,2019,ADHD,12-month prevalence %,9.06
South Australia,Male,15-17,2019,ADHD,lifetime prevalence %,14.99
South Australia,Male,15-17,2019,Substance use,12-month prevalence %,4.42
South Australia,Male,15-17,2019,Substance use,lifetime prevalence %,7.26
South Australia,Male,15-17,2020,Anxiety,12-month prevalence %,12.1
South Australia,Male,15-17,2020,Anxiety,lifetime prevalence %,21.95
South Australia,Male,15-17,2020,Depression,12-month prevalence %,7.92
South Australia,Male,15-17,2020,Depression,lifetime prevalence %,12.42
South Australia,Male,15-17,2020,ADHD,12-month prevalence %,8.6
South Australia,Male,15-17,2020,ADHD,lifetime prevalence %,13.13
South Australia,Male,15-17,2020,Substance use,12-month prevalence %,4.69
South Australia,Male,15-17,2020,Substance use,lifetime prevalence %,8.56
South Australia,Male,15-17,2021,Anxiety,12-month prevalence %,10.59
South Australia,Male,15-17,2021,Anxiety,lifetime prevalence %,17.46
South Australia,Male,15-17,2021,Depression,12-month prevalence %,8.84
South Australia,Male,15-17,2021,Depression,lifetime prevalence %,15.06
South Australia,Male,15-17,2021,ADHD,12-month prevalence %,8.14
South Australia,Male,15-17,2021,ADHD,lifetime prevalence %,14.62
South Australia,Male,15-17,2021,Substance use,12-month prevalence %,4.1
South Australia,Male,15-17,2021,Substance use,lifetime prevalence %,6.2
South Australia,Male,15-17,2022,Anxiety,12-month prevalence %,13.77
South Australia,Male,15-17,2022,Anxiety,lifetime prevalence %,24.53
South Australia,Male,15-17,2022,Depression,12-month prevalence %,8.99
South Australia,Male,15-17,2022,Depression,lifetime prevalence %,13.96
South Australia,Male,15-17,2022,ADHD,12-month prevalence %,6.78
South Australia,Male,15-17,2022,ADHD,lifetime prevalence %,12.4
South Australia,Male,15-17,2022,Substance use,12-month prevalence %,4.16
South Australia,Male,15-17,2022,Substance use,lifetime prevalence %,6.22
South Australia,Male,15-17,2023,Anxiety,12-month prevalence %,11.2
South Australia,Male,15-17,2023,Anxiety,lifetime prevalence %,18.78
South Australia,Male,15-17,2023,Depression,12-month prevalence %,10.09
South Australia,Male,15-17,2023,Depression,lifetime prevalence %,16.07
South Australia,Male,15-17,2023,ADHD,12-month prevalence %,7.72
South Australia,Male,15-17,2023,ADHD,lifetime prevalence %,14.41
South Australia,Male,15-17,2023,Substance use,12-month prevalence %,4.79
South Australia,Male,15-17,2023,Substance use,lifetime prevalence %,8.11
South Australia,Male,15-17,2024,Anxiety,12-month prevalence %,13.66
South Australia,Male,15-17,2024,Anxiety,lifetime prevalence %,23.39
South Australia,Male,15-17,2024,Depression,12-month prevalence %,9.4
South Australia,Male,15-17,2024,Depression,lifetime prevalence %,17.01
South Australia,Male,15-17,2024,ADHD,12-month prevalence %,6.79
South Australia,Male,15-17,2024,ADHD,lifetime prevalence %,10.66
South Australia,Male,15-17,2024,Substance use,12-month prevalence %,5.64
South Australia,Male,15-17,2024,Substance use,lifetime prevalence %,8.88
South Australia,Male,18-21,2019,Anxiety,12-month prevalence %,11.58
South Australia,Male,18-21,2019,Anxiety,lifetime prevalence %,18.68
South Australia,Male,18-21,2019,Depression,12-month prevalence %,12.06
South Australia,Male,18-21,2019,Depression,lifetime prevalence %,19.55
South Australia,Male,18-21,2019,ADHD,12-month prevalence %,8.55
South Australia,Male,18-21,2019,ADHD,lifetime prevalence %,15.24
South Australia,Male,18-21,2019,Substance use,12-month prevalence %,4.31
South Australia,Male,18-21,2019,Substance use,lifetime prevalence %,6.67
South Australia,Male,18-21,2020,Anxiety,12-month prevalence %,14.81
South Australia,Male,18-21,2020,Anxiety,lifetime prevalence %,24.5
South Australia,Male,18-21,2020,Depression,12-month prevalence %,9.86
South Australia,Male,18-21,2020,Depression,lifetime prevalence %,16.94
South Australia,Male,18-21,2020,ADHD,12-month prevalence %,9.37
South Australia,Male,18-21,2020,ADHD,lifetime prevalence %,15.37
South Australia,Male,18-21,2020,Substance use,12-month prevalence %,4.57
South Australia,Male,18-21,2020,Substance use,lifetime prevalence %,6.35
South Australia,Male,18-21,2021,Anxiety,12-month prevalence %,12.54
South Australia,Male,18-21,2021,Anxiety,lifetime prevalence %,21.82
South Australia,Male,18-21,2021,Depression,12-month prevalence %,11.95
South Australia,Male,18-21,2021,Depression,lifetime prevalence %,20.32
South Australia,Male,18-21,2021,ADHD,12-month prevalence %,7.38
South Australia,Male,18-21,2021,ADHD,lifetime prevalence %,12.91
South Australia,Male,18-21,2021,Substance use,12-month prevalence %,4.44
South Australia,Male,18-21,2021,Substance use,lifetime prevalence %,6.44
South Australia,Male,18-21,2022,Anxiety,12-month prevalence %,11.88
South Australia,Male,18-21,2022,Anxiety,lifetime prevalence %,21.48
South Australia,Male,18-21,2022,Depression,12-month prevalence %,10.85
South Australia,Male,18-21,2022,Depression,lifetime prevalence %,16.97
South Australia,Male,18-21,2022,ADHD,12-month prevalence %,9.76
South Australia,Male,18-21,2022,ADHD,lifetime prevalence %,16.26
South Australia,Male,18-21,2022,Substance use,12-month prevalence %,4.58
South Australia,Male,18-21,2022,Substance use,lifetime prevalence %,8.32
South Australia,Male,18-21,2023,Anxiety,12-month prevalence %,13.71
South Australia,Male,18-21,2023,Anxiety,lifetime prevalence %,23.69
South Australia,Male,18-21,2023,Depression,12-month prevalence %,10.18
South Australia,Male,18-21,2023,Depression,lifetime prevalence %,16.47
South Australia,Male,18-21,2023,ADHD,12-month prevalence %,6.95
South Australia,Male,18-21,2023,ADHD,lifetime prevalence %,12.3
South Australia,Male,18-21,2023,Substance use,12-month prevalence %,5.17
South Australia,Male,18-21,2023,Substance use,lifetime prevalence %,8.57
South Australia,Male,18-21,2024,Anxiety,12-month prevalence %,14.24
South Australia,Male,18-21,2024,Anxiety,lifetime prevalence %,24.2
South Australia,Male,18-21,2024,Depression,12-month prevalence %,11.96
South Australia,Male,18-21,2024,Depression,lifetime prevalence %,21.02
South Australia,Male,18-21,2024,ADHD,12-month prevalence %,9.75
South Australia,Male,18-21,2024,ADHD,lifetime prevalence %,15.77
South Australia,Male,18-21,2024,Substance use,12-month prevalence %,5.43
South Australia,Male,18-21,2024,Substance use,lifetime prevalence %,10.45
South Australia,Male,22-24,2019,Anxiety,12-month prevalence %,12.67
South Australia,Male,22-24,2019,Anxiety,lifetime prevalence %,21.21
South Australia,Male,22-24,2019,Depression,12-month prevalence %,9.56
South Australia,Male,22-24,2019,Depression,lifetime prevalence %,16.5
South Australia,Male,22-24,2019,ADHD,12-month prevalence %,6.63
South Australia,Male,22-24,2019,ADHD,lifetime prevalence %,11.98
South Australia,Male,22-24,2019,Substance use,12-month prevalence %,3.76
South Australia,Male,22-24,2019,Substance use,lifetime prevalence %,5.19
South Australia,Male,22-24,2020,Anxiety,12-month prevalence %,10.29
South Australia,Male,22-24,2020,Anxiety,lifetime prevalence %,16.45
South Australia,Male,22-24,2020,Depression,12-month prevalence %,9.97
South Australia,Male,22-24,2020,Depression,lifetime prevalence %,16.14
South Australia,Male,22-24,2020,ADHD,12-month prevalence %,8.37
South Australia,Male,22-24,2020,ADHD,lifetime prevalence %,12.86
South Australia,Male,22-24,2020,Substance use,12-month prevalence %,3.73
South Australia,Male,22-24,2020,Substance use,lifetime prevalence %,6.1
South Australia,Male,22-24,2021,Anxiety,12-month prevalence %,12.06
South Australia,Male,22-24,2021,Anxiety,lifetime prevalence %,20.9
South Australia,Male,22-24,2021,Depression,12-month prevalence %,7.57
South Australia,Male,22-24,2021,Depression,lifetime prevalence %,12.96
South Australia,Male,22-24,2021,ADHD,12-month prevalence %,6.33
South Australia,Male,22-24,2021,ADHD,lifetime prevalence %,9.99
South Australia,Male,22-24,2021,Substance use,12-month prevalence %,4.0
South Australia,Male,22-24,2021,Substance use,lifetime prevalence %,6.11
South Australia,Male,22-24,2022,Anxiety,12-month prevalence %,13.08
South Australia,Male,22-24,2022,Anxiety,lifetime prevalence %,23.15
South Australia,Male,22-24,2022,Depression,12-month prevalence %,7.71
South Australia,Male,22-24,2022,Depression,lifetime prevalence %,13.66
South Australia,Male,22-24,2022,ADHD,12-month prevalence %,6.46
South Australia,Male,22-24,2022,ADHD,lifetime prevalence %,9.53
South Australia,Male,22-24,2022,Substance use,12-month prevalence %,3.71
South Australia,Male,22-24,2022,Substance use,lifetime prevalence %,7.06
South Australia,Male,22-24,2023,Anxiety,12-month prevalence %,12.29
South Australia,Male,22-24,2023,Anxiety,lifetime prevalence %,20.98
South Australia,Male,22-24,2023,Depression,12-month prevalence %,7.63
South Australia,Male,22-24,2023,Depression,lifetime prevalence %,13.87
South Australia,Male,22-24,2023,ADHD,12-month prevalence %,7.18
South Australia,Male,22-24,2023,ADHD,lifetime prevalence %,12.43
South Australia,Male,22-24,2023,Substance use,12-month prevalence %,4.9
South Australia,Male,22-24,2023,Substance use,lifetime prevalence %,7.74
South Australia,Male,22-24,2024,Anxiety,12-month prevalence %,10.77
South Australia,Male,22-24,2024,Anxiety,lifetime prevalence %,17.12
South Australia,Male,22-24,2024,Depression,12-month prevalence %,8.27
South Australia,Male,22-24,2024,Depression,lifetime prevalence %,15.0
South Australia,Male,22-24,2024,ADHD,12-month prevalence %,7.47
South Australia,Male,22-24,2024,ADHD,lifetime prevalence %,11.99
South Australia,Male,22-24,2024,Substance use,12-month prevalence %,4.04
South Australia,Male,22-24,2024,Substance use,lifetime prevalence %,7.32
South Australia,Female,5-11 (Primary),2019,Anxiety,12-month prevalence %,8.15
South Australia,Female,5-11 (Primary),2019,Anxiety,lifetime prevalence %,13.58
South Australia,Female,5-11 (Primary),2019,Depression,12-month prevalence %,4.53
South Australia,Female,5-11 (Primary),2019,Depression,lifetime prevalence %,9.04
South Australia,Female,5-11 (Primary),2019,ADHD,12-month prevalence %,3.77
South Australia,Female,5-11 (Primary),2019,ADHD,lifetime prevalence %,6.8
South Australia,Female,5-11 (Primary),2019,Substance use,12-month prevalence %,1.7
South Australia,Female,5-11 (Primary),2019,Substance use,lifetime prevalence %,2.74
South Australia,Female,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.71
South Australia,Female,5-11 (Primary),2020,Anxiety,lifetime prevalence %,10.16
South Australia,Female,5-11 (Primary),2020,Depression,12-month prevalence %,5.33
South Australia,Female,5-11 (Primary),2020,Depression,lifetime prevalence %,9.09
South Australia,Female,5-11 (Primary),2020,ADHD,12-month prevalence %,3.33
South Australia,Female,5-11 (Primary),2020,ADHD,lifetime prevalence %,5.0
South Australia,Female,5-11 (Primary),2020,Substance use,12-month prevalence %,1.85
South Australia,Female,5-11 (Primary),2020,Substance use,lifetime prevalence %,4.09
South Australia,Female,5-11 (Primary),2021,Anxiety,12-month prevalence %,6.23
South Australia,Female,5-11 (Primary),2021,Anxiety,lifetime prevalence %,10.68
South Australia,Female,5-11 (Primary),2021,Depression,12-month prevalence %,5.63
South Australia,Female,5-11 (Primary),2021,Depression,lifetime prevalence %,8.6
South Australia,Female,5-11 (Primary),2021,ADHD,12-month prevalence %,2.75
South Australia,Female,5-11 (Primary),2021,ADHD,lifetime prevalence %,4.68
South Australia,Female,5-11 (Primary),2021,Substance use,12-month prevalence %,2.07
South Australia,Female,5-11 (Primary),2021,Substance use,lifetime prevalence %,2.49
South Australia,Female,5-11 (Primary),2022,Anxiety,12-month prevalence %,5.95
South Australia,Female,5-11 (Primary),2022,Anxiety,lifetime prevalence %,10.18
South Australia,Female,5-11 (Primary),2022,Depression,12-month prevalence %,4.56
South Australia,Female,5-11 (Primary),2022,Depression,lifetime prevalence %,7.5
South Australia,Female,5-11 (Primary),2022,ADHD,12-month prevalence %,3.64
South Australia,Female,5-11 (Primary),2022,ADHD,lifetime prevalence %,7.22
South Australia,Female,5-11 (Primary),2022,Substance use,12-month prevalence %,2.1
South Australia,Female,5-11 (Primary),2022,Substance use,lifetime prevalence %,3.88
South Australia,Female,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.3
South Australia,Female,5-11 (Primary),2023,Anxiety,lifetime prevalence %,10.72
South Australia,Female,5-11 (Primary),2023,Depression,12-month prevalence %,5.0
South Australia,Female,5-11 (Primary),2023,Depression,lifetime prevalence %,9.48
South Australia,Female,5-11 (Primary),2023,ADHD,12-month prevalence %,3.18
South Australia,Female,5-11 (Primary),2023,ADHD,lifetime prevalence %,5.78
South Australia,Female,5-11 (Primary),2023,Substance use,12-month prevalence %,2.23
South Australia,Female,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.6
South Australia,Female,5-11 (Primary),2024,Anxiety,12-month prevalence %,8.38
South Australia,Female,5-11 (Primary),2024,Anxiety,lifetime prevalence %,14.33
South Australia,Female,5-11 (Primary),2024,Depression,12-month prevalence %,5.07
South Australia,Female,5-11 (Primary),2024,Depression,lifetime prevalence %,9.69
South Australia,Female,5-11 (Primary),2024,ADHD,12-month prevalence %,3.52
South Australia,Female,5-11 (Primary),2024,ADHD,lifetime prevalence %,4.52
South Australia,Female,5-11 (Primary),2024,Substance use,12-month prevalence %,1.86
South Australia,Female,5-11 (Primary),2024,Substance use,lifetime prevalence %,3.94
South Australia,Female,12-14,2019,Anxiety,12-month prevalence %,11.5
South Australia,Female,12-14,2019,Anxiety,lifetime prevalence %,19.49
South Australia,Female,12-14,2019,Depression,12-month prevalence %,9.62
South Australia,Female,12-14,2019,Depression,lifetime prevalence %,15.87
South Australia,Female,12-14,2019,ADHD,12-month prevalence %,5.33
South Australia,Female,12-14,2019,ADHD,lifetime prevalence %,8.61
South Australia,Female,12-14,2019,Substance use,12-month prevalence %,2.81
South Australia,Female,12-14,2019,Substance use,lifetime prevalence %,3.91
South Australia,Female,12-14,2020,Anxiety,12-month prevalence %,9.26
South Australia,Female,12-14,2020,Anxiety,lifetime prevalence %,14.62
South Australia,Female,12-14,2020,Depression,12-month prevalence %,7.32
South Australia,Female,12-14,2020,Depression,lifetime prevalence %,11.84
South Australia,Female,12-14,2020,ADHD,12-month prevalence %,5.79
South Australia,Female,12-14,2020,ADHD,lifetime prevalence %,8.81
South Australia,Female,12-14,2020,Substance use,12-month prevalence %,3.0
South Australia,Female,12-14,2020,Substance use,lifetime prevalence %,4.18
South Australia,Female,12-14,2021,Anxiety,12-month prevalence %,10.57
South Australia,Female,12-14,2021,Anxiety,lifetime prevalence %,16.56
South Australia,Female,12-14,2021,Depression,12-month prevalence %,7.6
South Australia,Female,12-14,2021,Depression,lifetime prevalence %,12.18
South Australia,Female,12-14,2021,ADHD,12-month prevalence %,5.03
South Australia,Female,12-14,2021,ADHD,lifetime prevalence %,7.09
South Australia,Female,12-14,2021,Substance use,12-month prevalence %,3.05
South Australia,Female,12-14,2021,Substance use,lifetime prevalence %,3.95
